,date,kospi_adj_close,kospi_volume,kosdaq_adj_close,kosdaq_volume,usd_krw_adj_close,year,month,day
101,2018-05-31,2423.01001,816900,879.659973,1083000,1075.030029,2018,5,31
102,2018-06-01,2438.959961,603000,883.219971,1026200,1079.949951,2018,6,1
103,2018-06-04,2447.76001,438900,877.440002,898300,1070.359985,2018,6,4
104,2018-06-05,2453.76001,501400,877.159973,1026000,1070.530029,2018,6,5
105,2018-06-07,2470.580078,474100,887.909973,903300,1065.150024,2018,6,7
106,2018-06-08,2451.580078,530200,878.47998,850300,1071.329956,2018,6,8
107,2018-06-11,2470.149902,427900,876.549988,776400,1072.650024,2018,6,11
108,2018-06-12,2468.830078,613200,875.039978,1081600,1076.380005,2018,6,12
109,2018-06-14,2423.47998,533400,864.559998,1023500,1084.699951,2018,6,14
110,2018-06-15,2404.040039,502400,866.219971,796600,1090.77002,2018,6,15
111,2018-06-18,2376.23999,564800,840.22998,783100,1103.819946,2018,6,18
112,2018-06-19,2340.110107,606300,815.390015,793400,1104.160034,2018,6,19
113,2018-06-20,2363.909912,456000,840.169983,759500,1111.119995,2018,6,20
114,2018-06-21,2337.830078,438300,826.219971,758200,1107.719971,2018,6,21
115,2018-06-22,2357.219971,537300,830.27002,832000,1109.630005,2018,6,22
116,2018-06-25,2357.879883,415100,836.0,668300,1110.530029,2018,6,25
117,2018-06-26,2350.919922,470900,831.400024,657300,1114.030029,2018,6,26
118,2018-06-27,2342.030029,526600,826.690002,695700,1117.599976,2018,6,27
119,2018-06-28,2314.23999,414400,810.200012,826300,1122.780029,2018,6,28
120,2018-06-29,2326.129883,396700,818.219971,643000,1120.540039,2018,6,29
121,2018-07-02,2271.540039,393300,789.820007,676900,1114.51001,2018,7,2
122,2018-07-03,2272.76001,366000,795.710022,718900,1118.170044,2018,7,3
123,2018-07-04,2265.459961,315100,799.099976,704500,1113.339966,2018,7,4
124,2018-07-05,2257.550049,346900,794.049988,651500,1114.310059,2018,7,5
125,2018-07-06,2272.870117,344400,808.890015,710900,1117.76001,2018,7,6
126,2018-07-09,2285.800049,352600,808.280029,521800,1113.650024,2018,7,9
127,2018-07-10,2294.159912,339900,813.190002,533700,1112.47998,2018,7,10
128,2018-07-11,2280.620117,423000,804.780029,532700,1112.560059,2018,7,11
129,2018-07-12,2285.060059,364400,819.289978,526500,1127.170044,2018,7,12
130,2018-07-13,2310.899902,291600,827.890015,580500,1122.650024,2018,7,13
131,2018-07-16,2301.98999,297100,825.710022,587300,1129.849976,2018,7,16
132,2018-07-17,2297.919922,379000,819.719971,666500,1126.900024,2018,7,17
133,2018-07-18,2290.110107,402800,810.440002,819800,1125.550049,2018,7,18
134,2018-07-19,2282.290039,464500,796.48999,769200,1131.089966,2018,7,19
135,2018-07-20,2289.189941,353200,791.609985,674700,1134.47998,2018,7,20
136,2018-07-23,2269.310059,334300,756.960022,595300,1127.160034,2018,7,23
137,2018-07-24,2280.199951,436100,761.570007,544400,1132.449951,2018,7,24
138,2018-07-25,2273.030029,309300,748.890015,684200,1127.97998,2018,7,25
139,2018-07-26,2289.060059,303300,765.150024,536400,1115.75,2018,7,26
140,2018-07-27,2294.98999,262100,773.97998,544500,1123.150024,2018,7,27
141,2018-07-30,2293.51001,206500,769.799988,539700,1114.599976,2018,7,30
142,2018-07-31,2295.26001,223900,775.52002,615000,1116.670044,2018,7,31
143,2018-08-01,2307.070068,219000,790.25,574500,1112.199951,2018,8,1
144,2018-08-02,2270.199951,352100,781.380005,546900,1118.599976,2018,8,2
145,2018-08-03,2287.679932,270500,788.809998,539000,1128.150024,2018,8,3
146,2018-08-06,2286.5,244500,781.409973,514900,1122.900024,2018,8,6
147,2018-08-07,2300.159912,230300,784.700012,526400,1125.400024,2018,8,7
148,2018-08-08,2301.449951,299700,783.809998,660100,1116.25,2018,8,8
149,2018-08-09,2303.709961,244900,789.47998,602000,1115.949951,2018,8,9
150,2018-08-10,2282.790039,286200,784.809998,620200,1121.890015,2018,8,10
151,2018-08-13,2248.449951,335400,755.650024,619300,1130.900024,2018,8,13
152,2018-08-14,2258.909912,255200,761.940002,538300,1135.969971,2018,8,14
153,2018-08-16,2240.800049,312500,761.179993,572800,1136.380005,2018,8,16
154,2018-08-17,2247.050049,238400,772.299988,587500,1126.23999,2018,8,17
155,2018-08-20,2247.879883,271600,769.780029,484000,1118.5,2018,8,20
156,2018-08-21,2270.060059,294300,787.150024,516600,1116.880005,2018,8,21
157,2018-08-22,2273.330078,269300,785.950012,595000,1116.099976,2018,8,22
158,2018-08-23,2282.600098,338400,791.280029,595200,1117.5,2018,8,23
159,2018-08-24,2293.209961,347300,798.22998,567900,1126.150024,2018,8,24
160,2018-08-27,2299.300049,307000,801.039978,633900,1111.170044,2018,8,27
161,2018-08-28,2303.120117,276900,798.169983,673700,1108.22998,2018,8,28
162,2018-08-29,2309.030029,268200,803.179993,654400,1106.880005,2018,8,29
163,2018-08-30,2307.350098,286900,804.469971,752100,1108.449951,2018,8,30
164,2018-08-31,2322.879883,255900,816.969971,727400,1115.449951,2018,8,31
165,2018-09-03,2307.030029,230500,816.840027,583700,1114.810059,2018,9,3
166,2018-09-04,2315.719971,277000,827.27002,644200,1113.5,2018,9,4
167,2018-09-05,2291.77002,358200,820.0,663700,1121.300049,2018,9,5
168,2018-09-06,2287.610107,387500,815.179993,709800,1118.099976,2018,9,6
169,2018-09-07,2281.580078,357600,818.859985,699500,1124.699951,2018,9,7
170,2018-09-10,2288.659912,312600,816.159973,618300,1126.849976,2018,9,10
