,date,kospi,kospi_volume,kosdaq,kosdaq_volume,exchange rate,today_confirmed,today_dead,first_shot,second_shot,third_shot,winter_shot,accumulate_confirmed,accumulate_dead,accumulate_first_shot,accumulate_second_shot,accumulate_third_shot,accumulate_winter_shot
1088,2022-06-08,2626.149902,576000,874.950012,1336500,1254.579956,13352,6,18187445,24304,390,1555,3393,0,44804639,44357760,32281972,0
1089,2022-06-09,2625.439941,814500,877.179993,1300,1256.73999,12149,18,18199594,24322,390,1299,3058,0,44805029,44359059,32285030,0
1090,2022-06-10,2595.870117,723800,869.859985,1200,1264.02002,9307,18,18208901,24340,757,4509,2834,0,44805786,44363568,32287864,0
1091,2022-06-13,2504.51001,659800,828.77002,1300,1278.280029,3817,17,18228528,24387,317,872,21,0,44806423,44366108,32293997,0
1092,2022-06-14,2492.969971,671200,823.580017,1300,1291.800049,9768,2,18238296,24389,298,662,2570,0,44806721,44366770,32296567,0
1093,2022-06-15,2447.379883,713800,799.409973,1200,1289.47998,9426,9,18247722,24398,295,861,1951,0,44807016,44367631,32298518,0
1094,2022-06-16,2451.409912,583800,802.150024,1000,1278.160034,7979,8,18255701,24406,352,897,2228,0,44807368,44368528,32300746,0
1095,2022-06-17,2440.929932,634200,798.690002,1000,1288.180054,7191,9,18262892,24415,590,3075,2177,0,44807958,44371603,32302923,0
1096,2022-06-20,2391.030029,592100,769.919983,0,1290.5,3531,10,18279307,24450,250,624,14,0,44808454,44373443,32307354,0
1097,2022-06-21,2408.929932,479400,778.299988,1000,1292.380005,9299,12,18288606,24462,248,608,2074,0,44808702,44374051,32309428,0
1098,2022-06-22,2342.810059,531800,746.960022,1100,1291.599976,8974,11,18297580,24473,291,639,1718,0,44808993,44374690,32311146,0
1099,2022-06-23,2314.320068,749200,714.380005,1300,1297.680054,7491,14,18305071,24487,288,781,1688,0,44809281,44375471,32312834,0
1100,2022-06-24,2366.600098,654100,750.299988,800,1299.810059,7218,10,18312289,24497,591,2393,1807,0,44809872,44377864,32314641,0
1101,2022-06-27,2401.919922,509700,770.599976,900,1288.290039,3419,3,18328722,24524,258,526,26,0,44810395,44379507,32314667,0
1102,2022-06-28,2422.090088,564700,769.51001,1000,1286.199951,9889,5,18338611,24529,225,548,2054,0,44810620,44380055,32316721,0
1103,2022-06-29,2377.98999,422100,762.349976,800,1292.030029,10447,7,18349058,24536,310,659,1862,0,44810930,44380714,32318583,0
1104,2022-06-30,2332.639893,515000,745.440002,0,1301.72998,9587,10,18358645,24546,279,381,1681,0,44811209,44381095,32320264,0
1105,2022-07-01,2305.419922,530100,729.47998,800,1287.709961,9514,8,18368159,24554,523,1611,1767,0,44811732,44382706,32322031,0
1106,2022-07-04,2300.340088,467700,722.72998,0,1297.890015,6241,4,18395144,24573,291,479,17,0,44812309,44383920,32322048,0
1107,2022-07-05,2341.780029,323600,750.950012,936700,1295.680054,18125,2,18413269,24575,223,441,1937,0,44812532,44384361,32323985,0
1108,2022-07-06,2292.01001,410600,744.630005,700,1308.660034,19352,7,18432621,24582,295,555,1653,0,44812827,44384916,32325638,0
1109,2022-07-07,2334.27002,340000,757.969971,800,1304.849976,18493,10,18451114,24592,311,585,1940,0,44813138,44385501,32327578,0
1110,2022-07-08,2350.610107,411200,766.47998,900,1297.650024,19293,12,18470407,24604,695,1407,2061,0,44813833,44386908,32329639,0
1111,2022-07-11,2340.27002,376900,767.039978,800,1293.790039,12671,18,18523720,24660,360,492,22,0,44814500,44388115,32329661,0
1112,2022-07-12,2317.76001,379000,750.780029,800,1310.859985,37332,7,18561052,24667,302,377,2679,0,44814802,44388492,32332340,0
1113,2022-07-13,2328.610107,308400,763.179993,900,1305.829956,40240,12,18601292,24679,327,455,2354,0,44815129,44388947,32334694,0
1114,2022-07-14,2322.320068,348900,766.080017,800,1304.849976,39154,16,18640446,24695,388,515,2795,0,44815517,44389462,32337489,0
1115,2022-07-15,2330.97998,319300,762.390015,900,1316.180054,38856,16,18679302,24711,800,1229,3096,0,44816317,44390691,32340585,0
1116,2022-07-18,2375.25,324100,776.719971,700,1318.119995,26273,11,18787177,24752,449,466,32,0,44817151,44391721,32340617,0
1117,2022-07-19,2370.969971,339200,782.330017,700,1318.910034,73536,12,18860713,24764,452,426,4215,0,44817603,44392147,32344832,0
1118,2022-07-20,2386.850098,333000,790.719971,900,1305.5,76349,12,18937062,24776,576,563,3887,0,44818179,44392710,32348719,0
1119,2022-07-21,2409.159912,295500,795.150024,900,1312.869995,71128,17,19008190,24793,601,586,4316,0,44818780,44393296,32353035,0
1120,2022-07-22,2393.139893,381400,789.75,900,1306.849976,68587,31,19076777,24824,1313,1313,4793,0,44820093,44394609,32357828,0
1121,2022-07-25,2403.689941,322900,789.690002,900,1309.319946,35848,17,19246507,24889,592,519,69,0,44821304,44395721,32357897,0
1122,2022-07-26,2412.959961,415100,789.929993,800,1310.400024,99209,17,19345716,24906,462,500,4582,0,44821766,44396221,32362479,0
1123,2022-07-27,2415.530029,333400,795.700012,700,1310.900024,100219,25,19445935,24931,526,399,3863,0,44822292,44396620,32366342,0
1124,2022-07-28,2435.27002,490900,798.320007,700,1305.949951,88334,25,19534269,24956,502,477,3665,0,44822794,44397097,32370007,0
1125,2022-07-29,2451.5,499000,803.619995,800,1295.150024,85270,35,19619539,24991,873,964,3549,0,44823667,44398061,32373556,0
1126,2022-08-01,2452.25,487000,807.609985,800,1302.280029,44633,21,19819654,25067,510,435,0,0,44824479,44398871,32373556,0
1127,2022-08-02,2439.620117,549800,804.340027,905900,1306.75,111743,16,19931397,25083,452,382,3891,0,44824931,44399253,32377447,0
1128,2022-08-03,2461.449951,475200,815.359985,1000,1314.630005,119861,26,20051258,25109,515,421,3615,0,44825446,44399674,32381062,0
1129,2022-08-04,2473.110107,398500,825.159973,900,1307.380005,107843,34,20159101,25143,593,456,3682,0,44826039,44400130,32384744,0
1130,2022-08-05,2490.800049,409400,831.640015,900,1302.079956,112825,47,20271926,25190,1053,827,3648,0,44827092,44400957,32388392,0
1131,2022-08-08,2493.100098,418100,830.859985,900,1302.73999,55242,29,20543242,25291,585,467,42,0,44828087,44401791,32388434,0
1132,2022-08-09,2503.459961,454200,833.650024,976700,1299.030029,149847,40,20693089,25331,544,401,3679,0,44828631,44402192,32392113,0
1133,2022-08-10,2480.879883,479300,820.27002,900,1307.560059,151719,50,20844808,25381,480,448,3301,0,44829111,44402640,32395414,0
1134,2022-08-11,2523.780029,505100,832.150024,900,1296.699951,137160,59,20981968,25440,445,408,3211,0,44829556,44403048,32398625,0
1135,2022-08-12,2527.939941,445100,831.630005,800,1306.829956,128652,58,21110620,25498,935,828,3308,0,44830491,44403876,32401933,0
1136,2022-08-16,2533.52002,398100,834.73999,900,1313.180054,84091,37,21500816,25709,531,352,218,0,44831450,44404622,32402151,0
1137,2022-08-17,2516.469971,417800,827.419983,1100,1311.0,180741,42,21681557,25751,530,385,3057,0,44831980,44405007,32405208,0
1138,2022-08-18,2508.050049,381400,826.059998,1000,1314.829956,178501,61,21860058,25812,508,428,3072,0,44832488,44405435,32408280,0
1139,2022-08-19,2492.689941,459700,814.169983,900,1326.910034,138766,83,21998824,25895,1149,807,3200,0,44833637,44406242,32411480,0
1140,2022-08-22,2462.5,422400,795.869995,811900,1334.859985,59014,65,22298090,26108,435,395,36,0,44834606,44406954,32411516,0
1141,2022-08-23,2435.340088,471000,783.419983,900,1343.359985,150198,52,22448288,26160,412,299,2874,0,44835018,44407253,32414390,0
1142,2022-08-24,2447.449951,423300,793.140015,700,1339.079956,139289,63,22587577,26223,378,371,2508,0,44835396,44407624,32416898,0
1143,2022-08-25,2477.26001,426000,807.369995,630300,1340.0,113343,108,22700920,26331,396,380,2305,0,44835792,44408004,32419203,0
1144,2022-08-26,2481.030029,519900,802.450012,700,1334.439941,101109,81,22802029,26412,841,729,2810,0,44836633,44408733,32422013,0
1145,2022-08-29,2426.889893,447200,779.890015,619600,1341.180054,43106,49,23025930,26617,295,353,30,0,44837337,44409397,32422043,0
1146,2022-08-30,2450.929932,336200,797.02002,700,1345.72998,115608,71,23141538,26688,295,269,2686,0,44837632,44409666,32424729,0
1147,2022-08-31,2472.050049,435900,807.039978,637500,1350.189941,103910,75,23245448,26763,293,301,2105,0,44837925,44409967,32426834,0
1148,2022-09-01,2415.610107,579300,788.320007,711400,1342.26001,81553,112,23327001,26875,307,308,2222,0,44838232,44410275,32429056,0
1149,2022-09-02,2409.409912,391400,785.880005,800,1355.099976,89552,64,23416553,26939,610,659,2295,0,44838842,44410934,32431351,0
1150,2022-09-05,2403.679932,354700,771.429993,700,1361.51001,37524,56,23605896,27148,266,231,31,0,44839434,44411519,32431382,0
1151,2022-09-06,2410.02002,294100,779.460022,700,1361.810059,99813,44,23705709,27192,250,261,2120,0,44839684,44411780,32433502,0
1152,2022-09-07,2376.459961,377900,768.190002,800,1378.109985,85504,56,23791213,27248,362,403,1787,0,44840046,44412183,32435289,0
1153,2022-09-08,2384.280029,423600,777.809998,700,1374.310059,72620,64,23863833,27312,366,379,2067,0,44840412,44412562,32437356,0
1154,2022-09-13,2449.540039,366900,796.789978,800,1375.810059,57276,35,24098302,27532,247,403,220,0,44840778,44413097,32440073,0
1155,2022-09-14,2411.419922,461300,782.929993,900,1393.469971,93948,60,24192250,27592,257,488,1877,0,44841035,44413585,32441950,0
1156,2022-09-15,2401.830078,423900,781.380005,900,1391.180054,71443,72,24263693,27664,272,457,1723,0,44841307,44414042,32443673,0
1157,2022-09-16,2382.780029,440300,770.039978,900,1398.630005,51847,60,24315540,27724,540,1093,1948,0,44841847,44415135,32445621,0
1158,2022-09-19,2355.659912,403700,751.909973,900,1385.22998,19382,39,24413087,27866,221,383,29,0,44842350,44416102,32445650,0
1159,2022-09-20,2367.850098,419200,760.349976,800,1390.109985,47888,24,24460975,27890,243,343,1630,0,44842593,44416445,32447280,0
1160,2022-09-21,2347.209961,378000,754.890015,900,1392.51001,41263,59,24502238,27949,204,307,1510,0,44842797,44416752,32448790,0
1161,2022-09-22,2332.310059,446600,751.409973,1000,1397.560059,32989,59,24535227,28008,219,344,1401,0,44843016,44417096,32450191,0
1162,2022-09-23,2290.0,446300,729.359985,900,1403.660034,29091,68,24564318,28076,404,734,1539,0,44843420,44417830,32451730,0
1163,2022-09-26,2220.939941,621400,692.369995,900,1421.810059,14152,33,24633565,28245,204,333,20,0,44843800,44418516,32451750,0
1164,2022-09-27,2223.860107,487600,698.109985,900,1429.77002,39401,26,24672966,28271,186,281,1825,0,44843986,44418797,32453575,0
1165,2022-09-28,2169.290039,595700,673.869995,900,1426.26001,36131,46,24709097,28317,182,394,1514,0,44844168,44419191,32455089,0
1166,2022-09-29,2170.929932,508200,675.070007,800,1421.949951,30857,46,24739954,28363,191,379,1531,0,44844359,44419570,32456620,0
1167,2022-09-30,2155.48999,950000,672.650024,800,1430.170044,28487,42,24768441,28405,383,839,1691,0,44844742,44420409,32458311,0
1168,2022-10-04,2209.379883,420700,696.789978,700,1433.339966,16413,19,24847516,28527,157,347,159,0,44845054,44421150,32458470,0
1169,2022-10-05,2215.219971,855400,685.340027,800,1416.530029,34724,16,24882240,28543,169,368,1848,0,44845223,44421518,32460318,0
1170,2022-10-06,2237.860107,642700,706.01001,1100,1416.76001,28634,29,24910874,28572,206,379,1730,0,44845429,44421897,32462048,0
1171,2022-10-07,2232.840088,428500,698.48999,1100,1408.449951,22286,41,24933160,28613,349,767,1730,0,44845778,44422664,32463778,0
1172,2022-10-11,2192.070068,859100,669.5,1200,1428.349976,15465,10,24994665,28707,157,349,383,63435,44846168,44423466,32464161,63435
1173,2022-10-12,2202.469971,658000,671.669983,1100,1430.800049,30516,15,25025181,28722,188,318,1867,59139,44846356,44423784,32466028,122574
1174,2022-10-13,2162.870117,792200,651.590027,1100,1423.900024,26935,25,25052116,28747,188,345,1796,48619,44846544,44424129,32467824,171193
1175,2022-10-14,2212.550049,512900,678.23999,900,1430.300049,23572,35,25075688,28782,386,866,1860,90060,44846930,44424995,32469684,261253
1176,2022-10-17,2219.709961,498500,682.0,800,1440.76001,11024,10,25130995,28849,182,311,33,49900,44847256,44425694,32469717,331497
1177,2022-10-18,2249.949951,580700,697.090027,1100,1430.150024,33218,6,25164213,28855,201,272,2182,52384,44847457,44425966,32471899,383881
1178,2022-10-19,2237.439941,895000,690.559998,1100,1425.02002,29492,43,25193705,28898,203,334,1855,56283,44847660,44426300,32473754,440164
1179,2022-10-20,2218.090088,1108000,680.440002,1100,1435.01001,25375,23,25219080,28921,183,296,1855,54110,44847843,44426596,32475609,494274
1180,2022-10-21,2213.120117,637400,674.47998,1000,1430.310059,24730,30,25243810,28951,384,704,1958,101542,44848227,44427300,32477567,595816
1181,2022-10-24,2236.159912,444700,688.5,800,1428.109985,14296,10,25311232,28999,247,242,57,51434,44848655,44427918,32477624,668684
1182,2022-10-25,2235.070068,456700,688.849976,1000,1443.959961,43737,17,25354969,29016,175,225,2694,55824,44848830,44428143,32480318,724508
1183,2022-10-26,2249.560059,563300,683.169983,1000,1426.930054,40816,26,25395785,29042,199,272,2057,56253,44849029,44428415,32482375,780761
1184,2022-10-27,2288.780029,587700,695.090027,900,1412.689941,34972,26,25430757,29068,184,271,1949,55220,44849213,44428686,32484324,835981
1185,2022-10-28,2268.399902,427100,687.630005,800,1420.650024,35913,30,25466670,29098,396,639,2089,101403,44849609,44429325,32486413,937384
1186,2022-10-31,2293.610107,401300,695.330017,800,1421.650024,18502,18,25556973,29174,186,197,37,41531,44849988,44429807,32486450,999500
1187,2022-11-01,2335.219971,597100,700.049988,900,1424.670044,58359,33,25615332,29207,162,227,2592,45100,44850150,44430034,32489042,1044600
1188,2022-11-02,2336.870117,450200,697.369995,900,1416.599976,54733,30,25670065,29237,191,212,2020,42685,44850341,44430246,32491062,1087285
1189,2022-11-03,2329.169922,550300,694.130005,707300,1423.099976,46879,41,25716944,29278,191,255,1915,38773,44850532,44430501,32492977,1126058
1190,2022-11-04,2348.429932,436200,693.890015,700,1423.650024,43434,35,25760378,29313,383,389,2145,67916,44850915,44430890,32495122,1193974
1191,2022-11-07,2371.790039,392300,700.47998,700,1402.109985,18665,18,25856598,29390,179,179,38,54628,44851231,44431245,32495160,1263200
1192,2022-11-08,2399.040039,499800,713.330017,800,1392.699951,62259,30,25918857,29420,177,228,2261,59265,44851408,44431473,32497421,1322465
1193,2022-11-09,2424.409912,680500,714.599976,900,1374.150024,62466,59,25981323,29479,190,247,1678,51948,44851598,44431720,32499099,1374413
1194,2022-11-10,2402.22998,899000,707.780029,1000,1370.550049,55347,52,26036670,29531,203,221,0,51864,44851801,44431941,32499099,1426277
1195,2022-11-11,2483.159912,758000,731.219971,1100,1349.369995,54496,40,26091166,29571,384,502,0,89953,44852185,44432443,32499099,1516230
1196,2022-11-14,2474.649902,730900,729.539978,1100,1313.030029,23747,44,26217662,29709,192,237,0,90306,44852554,44432892,32499099,1628355
1197,2022-11-15,2480.330078,617100,744.960022,1100,1324.079956,72863,39,26290525,29748,201,188,0,99695,44852755,44433080,32499099,1728050
1198,2022-11-16,2477.449951,657600,743.099976,1200,1316.26001,66567,47,26357092,29795,216,250,0,93560,44852971,44433330,32499099,1821610
1199,2022-11-17,2442.899902,914400,737.539978,1000,1336.430054,55415,67,26412507,29862,230,229,0,94248,44853201,44433559,32499099,1915858
1200,2022-11-18,2444.47998,589500,731.919983,1300,1342.75,49396,63,26461903,29925,413,467,0,145005,44853614,44434026,32499099,2060863
1201,2022-11-21,2419.5,544500,718.570007,1000,1339.030029,23075,35,26581537,30066,263,251,0,94270,44854059,44434525,32499099,2196697
1202,2022-11-22,2405.27002,539200,712.26001,900,1359.75,72856,45,26654393,30111,269,223,0,114038,44854328,44434748,32499099,2310735
1203,2022-11-23,2418.01001,474800,725.590027,830100,1352.689941,70299,53,26724692,30164,281,264,0,105439,44854609,44435012,32499099,2416174
1204,2022-11-24,2441.330078,481200,738.219971,800,1336.810059,59069,59,26783761,30223,296,272,0,111277,44854905,44435284,32499099,2527451
1205,2022-11-25,2437.860107,438400,733.559998,700,1317.890015,53683,55,26837444,30278,436,446,0,153837,44855341,44435730,32499099,2681288
1206,2022-11-28,2408.27002,350100,717.900024,900,1334.560059,22312,44,26959540,30413,285,239,0,107108,44855828,44436164,32499099,2836301
1207,2022-11-29,2433.389893,550000,727.539978,800,1340.119995,71460,41,27031000,30454,246,221,0,118615,44856074,44436385,32499099,2954916
1208,2022-11-30,2472.530029,593900,729.539978,813600,1325.369995,67393,52,27098393,30506,323,238,0,100174,44856397,44436623,32499099,3055090
1209,2022-12-01,2479.840088,491200,740.599976,825100,1279.800049,57060,62,27155453,30568,251,245,0,104099,44856648,44436868,32499099,3159189
1210,2022-12-02,2434.330078,468500,732.950012,856600,1303.25,52975,53,27208428,30621,400,406,0,131814,44857048,44437274,32499099,3291003
1211,2022-12-05,2419.320068,385200,733.320007,1100,1299.170044,23152,40,27330976,30769,247,253,0,103171,44857510,44437723,32499099,3434858
1212,2022-12-06,2393.159912,367800,719.440002,900,1304.369995,77583,24,27408559,30793,247,203,0,111362,44857757,44437926,32499099,3546220
1213,2022-12-07,2382.810059,332100,718.140015,1000,1319.709961,74692,54,27483251,30847,242,257,0,106617,44857999,44438183,32499099,3652837
1214,2022-12-08,2371.080078,351600,712.52002,1100,1314.099976,65236,61,27548487,30908,262,252,0,107904,44858261,44438435,32499099,3760741
1215,2022-12-09,2389.040039,315300,719.48999,1300,1316.630005,62713,67,27611200,30975,341,429,0,122319,44858602,44438864,32499099,3883060
1216,2022-12-12,2373.02002,498900,715.219971,1000,1303.170044,25657,30,27753876,31099,261,255,0,101102,44859014,44439306,32499099,4020507
1217,2022-12-13,2372.399902,447100,715.159973,1191300,1305.920044,86825,29,27840701,31128,273,264,0,102883,44859287,44439570,32499099,4123390
1218,2022-12-14,2399.25,409400,729.0,1082200,1288.97998,84548,46,27925249,31174,276,224,0,84460,44859563,44439794,32499099,4207850
1219,2022-12-15,2360.969971,374300,722.679993,957400,1295.680054,70141,58,27995390,31232,202,280,0,95147,44859765,44440074,32499099,4302997
1220,2022-12-16,2360.02002,414200,717.409973,900,1317.099976,66939,66,28062329,31298,329,422,0,104564,44860094,44440496,32499099,4407561
1221,2022-12-19,2352.169922,323600,717.219971,800,1308.859985,26608,39,28214687,31434,245,268,0,80609,44860505,44440948,32499099,4522082
1222,2022-12-20,2333.290039,358100,703.130005,1000,1301.329956,87529,56,28302216,31490,260,251,0,94237,44860765,44441199,32499099,4616319
1223,2022-12-21,2328.949951,329400,705.700012,900,1283.640015,88153,59,28390369,31549,235,251,0,70713,44861000,44441450,32499099,4687032
1224,2022-12-22,2356.72998,552800,715.02002,900,1280.77002,75723,62,28466092,31611,217,241,0,78416,44861217,44441691,32499099,4765448
1225,2022-12-23,2313.689941,367000,691.25,1100,1290.199951,68152,63,28534244,31674,281,339,0,80493,44861498,44442030,32499099,4845941
1226,2022-12-26,2317.139893,427600,810.9831571757527,318201,1279.23999,25530,42,28684374,31832,265,238,0,74757,44861882,44442402,32499099,4948756
1227,2022-12-27,2332.790039,448300,704.190002,900,1275.130005,87576,50,28771950,31882,252,261,0,77169,44862134,44442663,32499099,5025925
1228,2022-12-28,2280.449951,405700,692.369995,800,1272.280029,87491,69,28859441,31951,261,302,0,69296,44862395,44442965,32499099,5095221
1229,2022-12-29,2236.399902,361000,679.289978,1000,1274.319946,71402,76,28930843,32027,249,284,0,72120,44862644,44443249,32499099,5167341
